date,inventory_adjustment_id,product_id,item_name,sku,account,quantity,usage_unit,Description
2022-01-28,209792000047222977,209792000001113544,Lemon-Medium (Kg),QYL6SY6NZ7,Inventory Asset,-32,kg,Wastage
2022-01-28,209792000047222977,209792000001112902,Sweet Potato (Kg),DWX4Z9M1F9,Inventory Asset,-1,kg,Wastage
2022-01-28,209792000047222977,209792000001113163,Chow Chow (Kg),INMZ6OJXCC,Inventory Asset,-0.5,kg,Wastage
2022-01-28,209792000047222977,209792000001113316,Bitter Gourd (Kg),ODRGANUZ3W,Inventory Asset,-4,kg,Wastage
2022-01-28,209792000047222977,209792000001112650,Banana (Leaves) (Pc),56ANJR2749,Inventory Asset,-1.1,pc,Wastage
2022-01-31,209792000048384792,209792000001112686,Capsicum Yellow (Big) (Kg),YAIP8MN5R4,Inventory Asset,-3,kg,Wastage
2022-01-31,209792000048384792,209792000001112425,Cucumber (Kg),ILP1KN4HXZ,Inventory Asset,-3,kg,Wastage
2022-01-31,209792000048384792,209792000001112659,Brinjal (Bottle Black) (Kg,1U0HDLOMHW,Inventory Asset,-0.5,kg,Wastage
2022-01-31,209792000048384792,209792000001112713,Zucchini (Yellow) (Kg),P8S7YJK62F,Inventory Asset,-13,kg,Wastage
2022-01-31,209792000048384792,209792000001112488,Ladies Finger (Kg),M570GR5YJK,Inventory Asset,-0.4,kg,Wastage
2022-01-31,209792000048384792,209792000001112920,Roman Lettuce (Kg),8R1BSRODEY,Inventory Asset,-0.1,kg,Wastage
2022-01-31,209792000048384792,209792000001112857,Pokchoi (Kg),WRZZOVQ23H,Inventory Asset,-2,kg,Wastage
2022-01-31,209792000048384792,209792000001113199,Cucumber English (Kg),W2HLI7X2FC,Inventory Asset,-0.9,kg,Wastage
2022-01-31,209792000048384792,209792000001113289,Ridge Gourd (Kg),57ONNS2IXS,Inventory Asset,-0.2,kg,Wastage
2022-01-31,209792000048384792,209792000001112668,Capsicum Red (Big) (Kg),71T3ZBU7RB,Inventory Asset,-2,kg,Wastage
2022-01-31,209792000048384792,209792000043374544,Orange Kinnow (kg),TQNOJHIWGF,Inventory Asset,-0.5,kg,Wastage
2022-01-31,209792000048384792,209792000001112614,Lettuce (Green) (Kg),L3KWA8JEHV,Inventory Asset,-0.9,kg,Wastage
2022-01-31,209792000048384792,209792000001113271,Ice Burg Lettuce (Kg),JGFS9T032F,Inventory Asset,-0.2,kg,Wastage
2022-01-31,209792000048384792,209792000001113544,Lemon-Medium (Kg),QYL6SY6NZ7,Inventory Asset,-1,kg,Wastage
2022-01-31,209792000048384792,209792000043997639,Carrot Ooty(Medium) (Kg),I74BPT4IYY,Inventory Asset,-0.5,kg,Wastage
2022-01-31,209792000048384792,209792000001113118,Methi (Kg),FZINZL01U3,Inventory Asset,-2.7,kg,Wastage
2022-01-31,209792000048384792,209792000001112533,Raddish White (Kg),TVIRM9S3HD,Inventory Asset,-0.5,kg,Wastage
2022-01-31,209792000048384792,209792000001112992,Peeled Garlic (Kg),7O3Z94XANH,Inventory Asset,-3,kg,Wastage
2022-01-31,209792000048384792,209792000001113073,Coriander (Kg),ACDMV8A2AA,Inventory Asset,-1,kg,Wastage
2022-01-31,209792000048384792,209792000001113454,Tomato Hybrid-B (Kg),SQ24LNJ700,Inventory Asset,-15,kg,Wastage
2022-01-31,209792000048384792,209792000001112722,Beetroot (Ooty) (Kg),4TXQOM0ZL9,Inventory Asset,-0.5,kg,Wastage
2022-01-31,209792000048384792,209792000001112416,Coconut (Pc),3C52AMM7BX,Inventory Asset,-0.5,pc,Wastage
2022-01-31,209792000048384792,209792000045462009,Coconut (small) (pc),4YP2GNP2OO,Inventory Asset,-13,pc,Wastage
2022-01-31,209792000048384792,209792000001113316,Bitter Gourd (Kg),ODRGANUZ3W,Inventory Asset,-0.5,kg,Wastage
2022-01-31,209792000048384792,209792000001112551,Mushroom (Pc),BFXJMXPN1Q,Inventory Asset,-0.75,pc,Wastage
2022-01-31,209792000048384792,209792000001112704,Water Melon (Pc),water-melon-pc,Inventory Asset,-0.5,pc,Wastage
2022-02-01,209792000048384960,209792000001113535,Capsicum Green (Medium) (Kg),XNN0XR2W1C,Inventory Asset,-15,kg,Wastage
2022-02-01,209792000048384960,209792000001113127,Drumstick (Kg),8TR1J8JKF7,Inventory Asset,-0.6,kg,Wastage
2022-02-01,209792000048384960,209792000001113544,Lemon-Medium (Kg),QYL6SY6NZ7,Inventory Asset,-30,kg,Wastage
2022-02-01,209792000048384960,209792000001112659,Brinjal (Bottle Black) (Kg,1U0HDLOMHW,Inventory Asset,-0.5,kg,Wastage
2022-02-01,209792000048384960,209792000001112929,Red Pumpkin (Kg),OLDUSAGEUNIT1002,Inventory Asset,-5,kg,Wastage
2022-02-01,209792000048384960,209792000001113620,Bottle Gourd (Big) (Kg),ADOQ1NVBU4,Inventory Asset,-3.4,kg,Wastage
2022-02-01,209792000048384960,209792000001113280,Cherry Tomato (Kg),GPOS1C68YC,Inventory Asset,-1.5,kg,Wastage
2022-02-01,209792000048384960,209792000001113790,Lettuce (Red) (Kg),CKAUBWG95N,Inventory Asset,-0.2,kg,Wastage
2022-02-01,209792000048384960,209792000001113316,Bitter Gourd (Kg),ODRGANUZ3W,Inventory Asset,-4,kg,Wastage
2022-02-01,209792000048384960,209792000001113235,Samber Cucumber (Kg),E3VBMXGNJS,Inventory Asset,-1,kg,Wastage
2022-02-01,209792000048384960,209792000001112425,Cucumber (Kg),ILP1KN4HXZ,Inventory Asset,-5,kg,Wastage
2022-02-01,209792000048384960,209792000001112821,Snake Gourd (Kg),OLDUSAGEUNIT1001,Inventory Asset,-0.3,kg,Wastage
2022-02-01,209792000048384960,209792000001112992,Peeled Garlic (Kg),7O3Z94XANH,Inventory Asset,-2,kg,Wastage
2022-02-01,209792000048384960,209792000001112758,Orange Imported (Kg),IFE1C41C94,Inventory Asset,-0.6,kg,Wastage
2022-02-01,209792000048384960,209792000001112731,Pomegranate (Kg),0EC14Y4KZP,Inventory Asset,-0.5,kg,Wastage
2022-02-01,209792000048384960,209792000001113064,Avocado (Butter Fruit) (Kg),84BMV425HU,Inventory Asset,-4.8,kg,Wastage
2022-02-01,209792000048384960,209792000001112695,Pineapple (Kg),UCFGYGZJI1,Inventory Asset,-10,kg,Wastage
2022-02-01,209792000048384960,209792000001112776,Banana (Robusta) (Kg),ZOLSZIMNME,Inventory Asset,-2,kg,Wastage
2022-02-01,209792000048384960,209792000043997639,Carrot Ooty(Medium) (Kg),I74BPT4IYY,Inventory Asset,-3,kg,Wastage
2022-02-01,209792000048384960,209792000001112677,Broccoli (Big) (Kg),WZGZVAEPPS,Inventory Asset,-0.1,kg,Wastage
2022-02-01,209792000048384960,209792000001112830,Chinese Cabbage (Kg),OQS7KSIPVU,Inventory Asset,-3,kg,Wastage
2022-02-01,209792000048384960,209792000001112641,Parsley (Kg),IPPBOQBJ6G,Inventory Asset,-0.6,kg,Wastage
2022-02-01,209792000048384960,209792000001112560,Celery (Kg),CCVOC4H8OX,Inventory Asset,-6,kg,Wastage
2022-02-01,209792000048384960,209792000001112920,Roman Lettuce (Kg),8R1BSRODEY,Inventory Asset,-0.7,kg,Wastage
2022-02-01,209792000048384960,209792000001113199,Cucumber English (Kg),W2HLI7X2FC,Inventory Asset,-8,kg,Wastage
2022-02-01,209792000048384960,209792000001112713,Zucchini (Yellow) (Kg),P8S7YJK62F,Inventory Asset,-1,kg,Wastage
2022-02-01,209792000048384960,209792000001112740,Zucchini (Green) (Kg),9XS4KMGWY9,Inventory Asset,-1,kg,Wastage
2022-02-03,209792000048482134,209792000001112686,Capsicum Yellow (Big) (Kg),YAIP8MN5R4,Inventory Asset,-0.7,kg,Wastage
2022-02-03,209792000048482134,209792000001112857,Pokchoi (Kg),WRZZOVQ23H,Inventory Asset,-2,kg,Wastage
2022-02-03,209792000048482134,209792000001112713,Zucchini (Yellow) (Kg),P8S7YJK62F,Inventory Asset,-0.5,kg,Wastage
2022-02-03,209792000048482134,209792000001112740,Zucchini (Green) (Kg),9XS4KMGWY9,Inventory Asset,-2,kg,Wastage
2022-02-03,209792000048482134,209792000001113454,Tomato Hybrid-B (Kg),SQ24LNJ700,Inventory Asset,-13,kg,Wastage
2022-02-03,209792000048482134,209792000001113316,Bitter Gourd (Kg),ODRGANUZ3W,Inventory Asset,-2,kg,Wastage
2022-02-04,209792000048482182,209792000001112659,Brinjal (Bottle Black) (Kg,1U0HDLOMHW,Inventory Asset,-1,kg,Wastage
2022-02-04,209792000048482182,209792000001113289,Ridge Gourd (Kg),57ONNS2IXS,Inventory Asset,-1,kg,Wastage
2022-02-04,209792000048482182,209792000001112425,Cucumber (Kg),ILP1KN4HXZ,Inventory Asset,-2,kg,Wastage
2022-02-04,209792000048482182,209792000001113100,Lemon (Kg),QGIBVYPVZU,Inventory Asset,-1,kg,Wastage
2022-02-04,209792000048482182,209792000001112452,Capsicum Green (Big) (Kg),MGJOMVY2D0,Inventory Asset,-0.6,kg,Wastage
2022-02-04,209792000048482182,209792000001113316,Bitter Gourd (Kg),ODRGANUZ3W,Inventory Asset,-6,kg,Wastage
2022-02-04,209792000048482182,209792000001112740,Zucchini (Green) (Kg),9XS4KMGWY9,Inventory Asset,-9,kg,Wastage
2022-02-04,209792000048482182,209792000001112722,Beetroot (Ooty) (Kg),4TXQOM0ZL9,Inventory Asset,-0.8,kg,Wastage
2022-02-04,209792000048482182,209792000001113163,Chow Chow (Kg),INMZ6OJXCC,Inventory Asset,-0.4,kg,Wastage
2022-02-04,209792000048482182,209792000001113127,Drumstick (Kg),8TR1J8JKF7,Inventory Asset,-1.6,kg,Wastage
2022-02-04,209792000048482182,209792000001112920,Roman Lettuce (Kg),8R1BSRODEY,Inventory Asset,-3,kg,Wastage
2022-02-04,209792000048482182,209792000001112857,Pokchoi (Kg),WRZZOVQ23H,Inventory Asset,-2.7,kg,Wastage
2022-02-04,209792000048482182,209792000001113271,Ice Burg Lettuce (Kg),JGFS9T032F,Inventory Asset,-1.6,kg,Wastage
2022-02-04,209792000048482182,209792000001112776,Banana (Robusta) (Kg),ZOLSZIMNME,Inventory Asset,-1.5,kg,Wastage
2022-02-04,209792000048482182,209792000001113334,Apple Gala (Kg),SU7VII2CKZ,Inventory Asset,-0.4,kg,Wastage
2022-02-04,209792000048482182,209792000001112695,Pineapple (Kg),UCFGYGZJI1,Inventory Asset,-1,kg,Wastage
2022-02-04,209792000048482182,209792000001112668,Capsicum Red (Big) (Kg),71T3ZBU7RB,Inventory Asset,-5.6,kg,Wastage
2022-02-04,209792000048482182,209792000001112686,Capsicum Yellow (Big) (Kg),YAIP8MN5R4,Inventory Asset,-2,kg,Wastage
2022-02-04,209792000048482182,209792000001112387,Basil (Kg),MQVPGGCKBL,Inventory Asset,-0.8,kg,Wastage
2022-02-04,209792000048482182,209792000001112884,Papaya (Kg),LCJIOH7JYN,Inventory Asset,-1,kg,Wastage
2022-02-04,209792000048482182,209792000001112749,Musk Melon (Kg),P0ZBJNIUE9,Inventory Asset,-3,kg,Wastage
2022-02-04,209792000048482182,209792000043374544,Orange Kinnow (kg),TQNOJHIWGF,Inventory Asset,-5.8,kg,Wastage
2022-02-04,209792000048482182,209792000001113064,Avocado (Butter Fruit) (Kg),84BMV425HU,Inventory Asset,-0.6,kg,Wastage
2022-02-04,209792000048482182,209792000001113826,Amaranthus (Kg),XOBHMH7Y7K,Inventory Asset,-0.26,kg,Wastage
2022-02-05,209792000048482338,209792000001113463,Cauliflower- Medium (pc),9GZ0ASV43K,Inventory Asset,-179,pcs,
2022-02-05,209792000048482338,209792000001112677,Broccoli (Big) (Kg),WZGZVAEPPS,Inventory Asset,-32,kg,
2022-02-05,209792000048482338,209792000001113073,Coriander (Kg),ACDMV8A2AA,Inventory Asset,-12,kg,
2022-02-05,209792000048482338,209792000001112587,Curry Leaves (Kg),C0NGVW9XF6,Inventory Asset,-10,kg,
2022-02-05,209792000048482338,209792000001113037,Tomato Hybrid (Kg,4I29EDU302,Inventory Asset,-19,kg,
2022-02-05,209792000048482338,209792000001113544,Lemon-Medium (Kg),QYL6SY6NZ7,Inventory Asset,-3,kg,
2022-02-05,209792000048482338,209792000001113826,Amaranthus (Kg),XOBHMH7Y7K,Inventory Asset,-1.2,kg,
2022-02-05,209792000048482338,209792000001113091,Palak (Kg),1V92C2358A,Inventory Asset,-19,kg,
2022-02-05,209792000048482338,209792000001113109,Spring Onion (Kg),3ET2MG56KZ,Inventory Asset,-0.8,kg,
2022-02-05,209792000048482338,209792000001113082,Mint (Kg),UF2WTO04TC,Inventory Asset,-0.7,kg,
2022-02-05,209792000048482338,209792000001112740,Zucchini (Green) (Kg),9XS4KMGWY9,Inventory Asset,-17.9,kg,
2022-02-05,209792000048482338,209792000001112713,Zucchini (Yellow) (Kg),P8S7YJK62F,Inventory Asset,-8.7,kg,
2022-02-05,209792000048482338,209792000001112668,Capsicum Red (Big) (Kg),71T3ZBU7RB,Inventory Asset,-7,kg,
2022-02-05,209792000048482338,209792000001112686,Capsicum Yellow (Big) (Kg),YAIP8MN5R4,Inventory Asset,-9,kg,
2022-02-05,209792000048482338,209792000001112794,Lemon Grass (Kg),5C9JNBYET8,Inventory Asset,-0.9,kg,
2022-02-05,209792000048482338,209792000001113199,Cucumber English (Kg),W2HLI7X2FC,Inventory Asset,-2.8,kg,
2022-02-05,209792000048482338,209792000001112830,Chinese Cabbage (Kg),OQS7KSIPVU,Inventory Asset,-1,kg,
2022-02-05,209792000048482338,209792000001113535,Capsicum Green (Medium) (Kg),XNN0XR2W1C,Inventory Asset,-7,kg,
2022-02-05,209792000048482338,209792000001112416,Coconut (Pc),3C52AMM7BX,Inventory Asset,-1,pc,
2022-02-05,209792000048482338,209792000001113790,Lettuce (Red) (Kg),CKAUBWG95N,Inventory Asset,-2,kg,
2022-02-05,209792000048482338,209792000001112614,Lettuce (Green) (Kg),L3KWA8JEHV,Inventory Asset,-1,kg,
2022-02-05,209792000048482338,209792000001112857,Pokchoi (Kg),WRZZOVQ23H,Inventory Asset,-1.8,kg,
2022-02-06,209792000048482484,209792000001112839,Raw Mango (Kg),DKV15YG2GR,Inventory Asset,-0.7,kg,Wastage
2022-02-06,209792000048482484,209792000001113544,Lemon-Medium (Kg),QYL6SY6NZ7,Inventory Asset,-0.8,kg,Wastage
2022-02-06,209792000048482484,209792000001113289,Ridge Gourd (Kg),57ONNS2IXS,Inventory Asset,-0.8,kg,Wastage
2022-02-06,209792000048482484,209792000001112992,Peeled Garlic (Kg),7O3Z94XANH,Inventory Asset,-0.5,kg,Wastage
2022-02-06,209792000048482484,209792000043997639,Carrot Ooty(Medium) (Kg),I74BPT4IYY,Inventory Asset,-0.7,kg,Wastage
2022-02-06,209792000048482484,209792000001112425,Cucumber (Kg),ILP1KN4HXZ,Inventory Asset,-0.7,kg,Wastage
2022-02-06,209792000048482484,209792000001113271,Ice Burg Lettuce (Kg),JGFS9T032F,Inventory Asset,-0.9,kg,Wastage
2022-02-06,209792000048482484,209792000001112668,Capsicum Red (Big) (Kg),71T3ZBU7RB,Inventory Asset,-8.6,kg,Wastage
2022-02-06,209792000048482484,209792000001112686,Capsicum Yellow (Big) (Kg),YAIP8MN5R4,Inventory Asset,-1.8,kg,Wastage
2022-02-06,209792000048482484,209792000001112857,Pokchoi (Kg),WRZZOVQ23H,Inventory Asset,-8,kg,Wastage
2022-02-06,209792000048482484,209792000001112506,Baby Corn (Kg,0XOR2T7O6J,Inventory Asset,-2.3,kg,Wastage
2022-02-06,209792000048482484,209792000001112452,Capsicum Green (Big) (Kg),MGJOMVY2D0,Inventory Asset,-3,kg,Wastage
2022-02-06,209792000048482484,209792000001112677,Broccoli (Big) (Kg),WZGZVAEPPS,Inventory Asset,-0.8,kg,Wastage
2022-02-06,209792000048482484,209792000001113199,Cucumber English (Kg),W2HLI7X2FC,Inventory Asset,-0.2,kg,Wastage
2022-02-06,209792000048482484,209792000001112884,Papaya (Kg),LCJIOH7JYN,Inventory Asset,-6,kg,Wastage
2022-02-06,209792000048482484,209792000001112560,Celery (Kg),CCVOC4H8OX,Inventory Asset,-0.2,kg,Wastage
2022-02-06,209792000048482484,209792000001112614,Lettuce (Green) (Kg),L3KWA8JEHV,Inventory Asset,-0.9,kg,Wastage
2022-02-06,209792000048482484,209792000001112387,Basil (Kg),MQVPGGCKBL,Inventory Asset,-3,kg,Wastage
2022-02-06,209792000048482484,209792000001112713,Zucchini (Yellow) (Kg),P8S7YJK62F,Inventory Asset,-14,kg,Wastage
2022-02-06,209792000048482484,209792000001113163,Chow Chow (Kg),INMZ6OJXCC,Inventory Asset,-0.3,kg,Wastage
2022-02-06,209792000048482484,209792000001112659,Brinjal (Bottle Black) (Kg,1U0HDLOMHW,Inventory Asset,-0.9,kg,Wastage
2022-02-06,209792000048482484,209792000001113091,Palak (Kg),1V92C2358A,Inventory Asset,-1.7,kg,Wastage
2022-02-06,209792000048482484,209792000001113826,Amaranthus (Kg),XOBHMH7Y7K,Inventory Asset,-0.9,kg,Wastage
2022-02-06,209792000048482484,209792000001112497,Onion (Big) (Kg),NN0EKZK8JQ,Inventory Asset,-3,kg,Wastage
2022-02-07,209792000048900757,209792000001113289,Ridge Gourd (Kg),57ONNS2IXS,Inventory Asset,-0.5,kg,Wastage
2022-02-07,209792000048900757,209792000001113199,Cucumber English (Kg),W2HLI7X2FC,Inventory Asset,-0.2,kg,Wastage
2022-02-07,209792000048900757,209792000001112740,Zucchini (Green) (Kg),9XS4KMGWY9,Inventory Asset,-1.8,kg,Wastage
2022-02-07,209792000048900757,209792000001112668,Capsicum Red (Big) (Kg),71T3ZBU7RB,Inventory Asset,-0.1,kg,Wastage
2022-02-07,209792000048900757,209792000001112488,Ladies Finger (Kg),M570GR5YJK,Inventory Asset,-0.4,kg,Wastage
2022-02-07,209792000048900757,209792000001112830,Chinese Cabbage (Kg),OQS7KSIPVU,Inventory Asset,-8,kg,Wastage
2022-02-07,209792000048900757,209792000001112641,Parsley (Kg),IPPBOQBJ6G,Inventory Asset,-2.5,kg,Wastage
2022-02-07,209792000048900757,209792000001113190,Cabbage (Red) (Kg),CS0F131FI1,Inventory Asset,-0.6,kg,Wastage
2022-02-07,209792000048900757,209792000001112506,Baby Corn (Kg,0XOR2T7O6J,Inventory Asset,-0.1,kg,Wastage
2022-02-07,209792000048900757,209792000001112452,Capsicum Green (Big) (Kg),MGJOMVY2D0,Inventory Asset,-0.2,kg,Wastage
2022-02-07,209792000048900757,209792000001112722,Beetroot (Ooty) (Kg),4TXQOM0ZL9,Inventory Asset,-0.2,kg,Wastage
2022-02-07,209792000048900757,209792000001112560,Celery (Kg),CCVOC4H8OX,Inventory Asset,-0.2,kg,Wastage
2022-02-07,209792000048900757,209792000001113091,Palak (Kg),1V92C2358A,Inventory Asset,-5,kg,Wastage
2022-02-07,209792000048900757,209792000001112686,Capsicum Yellow (Big) (Kg),YAIP8MN5R4,Inventory Asset,-1.8,kg,Wastage
2022-02-07,209792000048900757,209792000001112659,Brinjal (Bottle Black) (Kg,1U0HDLOMHW,Inventory Asset,-1.4,kg,Wastage
2022-02-07,209792000048900757,209792000001112857,Pokchoi (Kg),WRZZOVQ23H,Inventory Asset,-10,kg,Wastage
2022-02-07,209792000048900757,209792000001112920,Roman Lettuce (Kg),8R1BSRODEY,Inventory Asset,-0.2,kg,Wastage
2022-02-07,209792000048900757,209792000001113732,Zucchini Yellow Big(Kg),R0LZ7SPV45,Inventory Asset,-10.7,kg,Wastage
2022-02-07,209792000048900757,209792000001113082,Mint (Kg),UF2WTO04TC,Inventory Asset,-9,kg,Wastage
2022-02-08,209792000049542526,209792000001113091,Palak (Kg),1V92C2358A,Inventory Asset,-20,kg,Wastage
2022-02-08,209792000049542526,209792000001113082,Mint (Kg),UF2WTO04TC,Inventory Asset,-6,kg,Wastage
2022-02-08,209792000049542526,209792000001113073,Coriander (Kg),ACDMV8A2AA,Inventory Asset,-11,kg,Wastage
2022-02-08,209792000049542526,209792000001113271,Ice Burg Lettuce (Kg),JGFS9T032F,Inventory Asset,-0.7,kg,Wastage
2022-02-08,209792000049542526,209792000001113190,Cabbage (Red) (Kg),CS0F131FI1,Inventory Asset,-0.3,kg,Wastage
2022-02-08,209792000049542526,209792000001112452,Capsicum Green (Big) (Kg),MGJOMVY2D0,Inventory Asset,-16,kg,Wastage
2022-02-08,209792000049542526,209792000001113118,Methi (Kg),FZINZL01U3,Inventory Asset,-6,kg,Wastage
2022-02-08,209792000049542526,209792000001112668,Capsicum Red (Big) (Kg),71T3ZBU7RB,Inventory Asset,-2,kg,Wastage
2022-02-08,209792000049542526,209792000001113463,Cauliflower- Medium (pc),9GZ0ASV43K,Inventory Asset,-35,pcs,Wastage
2022-02-08,209792000049542526,209792000001112677,Broccoli (Big) (Kg),WZGZVAEPPS,Inventory Asset,-0.6,kg,Wastage
2022-02-08,209792000049542526,209792000001113289,Ridge Gourd (Kg),57ONNS2IXS,Inventory Asset,-0.5,kg,Wastage
2022-02-08,209792000049542526,209792000001113163,Chow Chow (Kg),INMZ6OJXCC,Inventory Asset,-1.2,kg,Wastage
2022-02-08,209792000049542526,209792000001113427,Carrot Local (Big) (Kg,M20N4ONT1L,Inventory Asset,-0.5,kg,Wastage
2022-02-08,209792000049542526,209792000001112405,Brinjal (Small) (Kg),2OA8SNP28A,Inventory Asset,-1,kg,Wastage
2022-02-08,209792000049542526,209792000001113208,Brinjal (Long Green) (Kg),RD2DWC73OE,Inventory Asset,-0.5,kg,Wastage
2022-02-08,209792000049542526,209792000001112686,Capsicum Yellow (Big) (Kg),YAIP8MN5R4,Inventory Asset,-0.8,kg,Wastage
2022-02-08,209792000049542526,209792000001112740,Zucchini (Green) (Kg),9XS4KMGWY9,Inventory Asset,-8,kg,Wastage
2022-02-08,209792000049542526,209792000001112659,Brinjal (Bottle Black) (Kg,1U0HDLOMHW,Inventory Asset,-0.3,kg,Wastage
2022-02-08,209792000049542526,209792000001112533,Raddish White (Kg),TVIRM9S3HD,Inventory Asset,-0.4,kg,Wastage
2022-02-08,209792000049542526,209792000001112369,Bajji Chilli (Kg),XDBU8PYI8G,Inventory Asset,-0.9,kg,Wastage
2022-02-08,209792000049542526,209792000001112992,Peeled Garlic (Kg),7O3Z94XANH,Inventory Asset,-0.5,kg,Wastage
2022-02-08,209792000049542526,209792000001112749,Musk Melon (Kg),P0ZBJNIUE9,Inventory Asset,-0.4,kg,Wastage
2022-02-08,209792000049542526,209792000001113064,Avocado (Butter Fruit) (Kg),84BMV425HU,Inventory Asset,-10,kg,Wastage
2022-02-08,209792000049542526,209792000001112731,Pomegranate (Kg),0EC14Y4KZP,Inventory Asset,1,kg,Wastage
2022-02-08,209792000049542526,209792000001113100,Lemon (Kg),QGIBVYPVZU,Inventory Asset,2,kg,Wastage
2022-02-08,209792000049542526,209792000001113172,Beans (Horicot) (Kg),SG0M3R0WYP,Inventory Asset,1,kg,Wastage
2022-02-08,209792000049542526,209792000001112713,Zucchini (Yellow) (Kg),P8S7YJK62F,Inventory Asset,1,kg,Wastage
2022-02-08,209792000049542526,209792000001113109,Spring Onion (Kg),3ET2MG56KZ,Inventory Asset,1,kg,Wastage
2022-02-08,209792000049542526,209792000001113244,Danthu Suppo (Kg),BFH0FXZ4V4,Inventory Asset,1,kg,Wastage
2022-02-08,209792000049542526,209792000001112830,Chinese Cabbage (Kg),OQS7KSIPVU,Inventory Asset,1,kg,Wastage
2022-02-08,209792000049542526,209792000001113454,Tomato Hybrid-B (Kg),SQ24LNJ700,Inventory Asset,1,kg,Wastage
2022-02-09,209792000049542734,209792000001113091,Palak (Kg),1V92C2358A,Inventory Asset,-5,kg,Wastage
2022-02-09,209792000049542734,209792000001113100,Lemon (Kg),QGIBVYPVZU,Inventory Asset,-12,kg,Wastage
2022-02-09,209792000049542734,209792000001113271,Ice Burg Lettuce (Kg),JGFS9T032F,Inventory Asset,-1,kg,Wastage
2022-02-09,209792000049542734,209792000001113082,Mint (Kg),UF2WTO04TC,Inventory Asset,-0.5,kg,Wastage
2022-02-09,209792000049542734,209792000001113109,Spring Onion (Kg),3ET2MG56KZ,Inventory Asset,-2,kg,Wastage
2022-02-09,209792000049542734,209792000001113723,Zucchini Green Big(Kg),ZQF0SVIYD1,Inventory Asset,-10,kg,Wastage
2022-02-09,209792000049542734,209792000001113732,Zucchini Yellow Big(Kg),R0LZ7SPV45,Inventory Asset,-50,kg,Wastage
2022-02-10,209792000049542786,209792000001113289,Ridge Gourd (Kg),57ONNS2IXS,Inventory Asset,-2,kg,Wastage
2022-02-10,209792000049542786,209792000001112776,Banana (Robusta) (Kg),ZOLSZIMNME,Inventory Asset,-2,kg,Wastage
2022-02-10,209792000049542786,209792000001112749,Musk Melon (Kg),P0ZBJNIUE9,Inventory Asset,-2,kg,Wastage
2022-02-10,209792000049542786,209792000001113620,Bottle Gourd (Big) (Kg),ADOQ1NVBU4,Inventory Asset,-7,kg,Wastage
2022-02-10,209792000049542786,209792000001112677,Broccoli (Big) (Kg),WZGZVAEPPS,Inventory Asset,-29,kg,Wastage
2022-02-10,209792000049542786,209792000001112920,Roman Lettuce (Kg),8R1BSRODEY,Inventory Asset,-2,kg,Wastage
2022-02-10,209792000049542786,209792000001113199,Cucumber English (Kg),W2HLI7X2FC,Inventory Asset,-0.5,kg,Wastage
2022-02-10,209792000049542786,209792000001112857,Pokchoi (Kg),WRZZOVQ23H,Inventory Asset,-2,kg,Wastage
2022-02-10,209792000049542786,209792000001113916,Rosemary (Kg),VMO26YOUZN,Inventory Asset,-0.1,kg,Wastage
2022-02-10,209792000049542786,209792000001112830,Chinese Cabbage (Kg),OQS7KSIPVU,Inventory Asset,-19,kg,Wastage
2022-02-10,209792000049542786,209792000043374544,Orange Kinnow (kg),TQNOJHIWGF,Inventory Asset,-1,kg,Wastage
2022-02-10,209792000049542786,209792000001112731,Pomegranate (Kg),0EC14Y4KZP,Inventory Asset,-0.4,kg,Wastage
2022-02-10,209792000049542786,209792000001113732,Zucchini Yellow Big(Kg),R0LZ7SPV45,Inventory Asset,-1.5,kg,Wastage
2022-02-10,209792000049542786,209792000001113723,Zucchini Green Big(Kg),ZQF0SVIYD1,Inventory Asset,-4,kg,Wastage
2022-02-10,209792000049542786,209792000001112668,Capsicum Red (Big) (Kg),71T3ZBU7RB,Inventory Asset,-0.1,kg,Wastage
2022-02-10,209792000049542786,209792000001112686,Capsicum Yellow (Big) (Kg),YAIP8MN5R4,Inventory Asset,-1,kg,Wastage
2022-02-12,209792000049542894,209792000001113723,Zucchini Green Big(Kg),ZQF0SVIYD1,Inventory Asset,-3,kg,Wastage
2022-02-12,209792000049542894,209792000001113732,Zucchini Yellow Big(Kg),R0LZ7SPV45,Inventory Asset,-7.9,kg,Wastage
2022-02-12,209792000049542894,209792000001112668,Capsicum Red (Big) (Kg),71T3ZBU7RB,Inventory Asset,-0.5,kg,Wastage
2022-02-12,209792000049542894,209792000001112686,Capsicum Yellow (Big) (Kg),YAIP8MN5R4,Inventory Asset,-0.9,kg,Wastage
2022-02-12,209792000049542894,209792000001112560,Celery (Kg),CCVOC4H8OX,Inventory Asset,-0.3,kg,Wastage
2022-02-12,209792000049542894,209792000001113280,Cherry Tomato (Kg),GPOS1C68YC,Inventory Asset,-0.3,kg,Wastage
2022-02-12,209792000049542894,209792000001113100,Lemon (Kg),QGIBVYPVZU,Inventory Asset,-2,kg,Wastage
2022-02-12,209792000049542894,209792000001113289,Ridge Gourd (Kg),57ONNS2IXS,Inventory Asset,-1.7,kg,Wastage
2022-02-12,209792000049542894,209792000001113037,Tomato Hybrid (Kg,4I29EDU302,Inventory Asset,-19,kg,Wastage
2022-02-12,209792000049542894,209792000001113620,Bottle Gourd (Big) (Kg),ADOQ1NVBU4,Inventory Asset,-3,kg,Wastage
