date,inventory_adjustment_id,product_id,item_name,sku,account,quantity,usage_unit,Description
2021-04-23,209792000001126835,209792000001112452,Capsicum Green (Big) (Kg),MGJOMVY2D0,Inventory Asset,10.6,kg,
2021-04-23,209792000001126835,209792000001113427,Carrot Local (Big) (Kg),M20N4ONT1L,Inventory Asset,37.6,kg,
2021-04-23,209792000001126835,209792000001112668,Capsicum Red (Big) (Kg),71T3ZBU7RB,Inventory Asset,6.78,kg,
2021-04-23,209792000001126835,209792000001112470,Ginger (Kg),O98LECRQI4,Inventory Asset,64.8,kg,
2021-04-23,209792000001126835,209792000001112533,Raddish White (Kg),TVIRM9S3HD,Inventory Asset,5.6,kg,
2021-04-23,209792000001126835,209792000001113598,Cabbage (Local) (Kg),M1ZE9DWGQ3,Inventory Asset,67.3,kg,
2021-04-23,209792000001126835,209792000001113262,Spicy Chilly (Kg),EQ4CSESYTK,Inventory Asset,77.3,kg,
2021-04-23,209792000001126835,209792000001113217,Yam (Kg),UFSYGSJ6UQ,Inventory Asset,2.8,kg,
2021-04-23,209792000001126835,209792000001112425,Cucumber (Kg),ILP1KN4HXZ,Inventory Asset,63.7,kg,
2021-04-23,209792000001126835,209792000001112659,Brinjal (Bottle Black) (Kg),1U0HDLOMHW,Inventory Asset,6.4,kg,
2021-04-23,209792000001126835,209792000001112695,Pineapple (Kg),UCFGYGZJI1,Inventory Asset,17.4,kg,
2021-04-23,209792000001126835,209792000001113172,Beans (Horicot) (Kg),SG0M3R0WYP,Inventory Asset,9.9,kg,
2021-04-23,209792000001126835,209792000001112488,Ladies Finger (Kg),M570GR5YJK,Inventory Asset,5.5,kg,
2021-04-23,209792000001126835,209792000001112479,Garlic Whole (Kg),2D9S8746IE,Inventory Asset,27.5,kg,
2021-04-23,209792000001126835,209792000001113289,Ridge Gourd (Kg),57ONNS2IXS,Inventory Asset,4.6,kg,
2021-04-23,209792000001126835,209792000001113100,Lemon (Kg),QGIBVYPVZU,Inventory Asset,41.25,kg,
2021-04-23,209792000001126835,209792000001113862,Banana Raw (Pc),9CXDN6AK7R,Inventory Asset,4,pc,
2021-04-23,209792000001126835,209792000001113082,Mint (Kg),UF2WTO04TC,Inventory Asset,-2.12,kg,
2021-04-23,209792000001126835,209792000001112614,Lettuce (Green) (Kg),L3KWA8JEHV,Inventory Asset,2.1,kg,
2021-04-23,209792000001126835,209792000001112641,Parsley (Kg),IPPBOQBJ6G,Inventory Asset,-0.4,kg,
2021-04-23,209792000001126835,209792000001112405,Brinjal (Small) (Kg),2OA8SNP28A,Inventory Asset,32.5,kg,
2021-04-23,209792000001126835,209792000001113316,Bitter Gourd (Kg),ODRGANUZ3W,Inventory Asset,-3.5,kg,
2021-04-23,209792000001126835,209792000001112686,Capsicum Yellow (Big) (Kg),YAIP8MN5R4,Inventory Asset,6.8,kg,
2021-04-23,209792000001126835,209792000001113334,Apple Gala (Kg),SU7VII2CKZ,Inventory Asset,-0.5,kg,
2021-04-23,209792000001126835,209792000001112731,Pomegranate (Kg),0EC14Y4KZP,Inventory Asset,0.39,kg,
2021-04-23,209792000001126835,209792000001113181,Green Chilly (Kg),QI1YQOT6ZY,Inventory Asset,-4.15,kg,
2021-04-23,209792000001126835,209792000001113064,Avocado (Butter Fruit) (Kg),84BMV425HU,Inventory Asset,8.6,kg,
2021-04-23,209792000001126835,209792000001113190,Cabbage (Red) (Kg),CS0F131FI1,Inventory Asset,13.2,kg,
2021-04-23,209792000001126835,209792000001112713,Zucchini (Yellow) (Kg),P8S7YJK62F,Inventory Asset,10,kg,
2021-04-23,209792000001126835,209792000001112740,Zucchini (Green) (Kg),9XS4KMGWY9,Inventory Asset,11,kg,
2021-04-23,209792000001126835,209792000001112416,Coconut (Pc),3C52AMM7BX,Inventory Asset,-41,pc,
2021-04-23,209792000001126835,209792000001112497,Onion (Big) (Kg),NN0EKZK8JQ,Inventory Asset,855.35,kg,
2021-04-23,209792000001126835,209792000001112443,Cauliflower (Pc),PTF9DK1RSO,Inventory Asset,0.5,pc,
2021-04-23,209792000001126835,209792000001112857,Pokchoi (Kg),WRZZOVQ23H,Inventory Asset,3,kg,
2021-04-23,209792000001126835,209792000001112677,Broccoli (Big) (Kg),WZGZVAEPPS,Inventory Asset,-2.6,kg,
2021-04-23,209792000001126835,209792000001113109,Spring Onion (Kg),3ET2MG56KZ,Inventory Asset,-3.8,kg,
2021-04-23,209792000001126835,209792000001113271,Ice Burg Lettuce (Kg),JGFS9T032F,Inventory Asset,2.85,kg,
2021-04-23,209792000001126835,209792000001112515,Potato (Big) (Kg),S0Z3L759DM,Inventory Asset,1470,kg,
2021-04-23,209792000001126835,209792000001117543,Water Melon (Kg),5WZK08IS16,Inventory Asset,79.2,kg,
2021-04-23,209792000001126835,209792000001112929,Red Pumpkin (Kg),OLDUSAGEUNIT1002,Inventory Asset,60.3,kg,
2021-04-23,209792000001126835,209792000001112560,Celery (Kg),CCVOC4H8OX,Inventory Asset,9,kg,
2021-04-23,209792000001126835,209792000001112387,Basil (Kg),MQVPGGCKBL,Inventory Asset,-0.3,kg,
2021-04-23,209792000001126835,209792000001112830,Chinese Cabbage (Kg),OQS7KSIPVU,Inventory Asset,3.6,kg,
2021-04-23,209792000001126835,209792000001113199,Cucumber English (Kg),W2HLI7X2FC,Inventory Asset,-0.5,kg,
2021-04-23,209792000001126835,209792000001112776,Banana (Robusta) (Kg),ZOLSZIMNME,Inventory Asset,4.5,kg,
2021-04-23,209792000001126835,209792000001112794,Lemon Grass (Kg),5C9JNBYET8,Inventory Asset,0.8,kg,
2021-04-23,209792000001137217,209792000001113535,Capsicum Green (Medium) (Kg),XNN0XR2W1C,Inventory Asset,11.5,kg,
2021-04-23,209792000001137239,209792000001113826,Amaranthus (Kg),XOBHMH7Y7K,Inventory Asset,-0.75,kg,
2021-04-23,209792000001137255,209792000001112767,Baby Potato (Kg),O2AT08CDJN,Inventory Asset,1,kg,
2021-04-23,209792000001137279,209792000001112369,Bajji Chilli (Kg),XDBU8PYI8G,Inventory Asset,1.1,kg,
2021-04-23,209792000001137301,209792000001112378,Beans (White) (Kg),INM70U7SEV,Inventory Asset,3.1,kg,
2021-04-23,209792000001137325,209792000001112722,Beetroot (Ooty) (Kg),4TXQOM0ZL9,Inventory Asset,10.25,kg,
2021-04-23,209792000001137347,209792000001113647,Broccoli (Medium) (Kg),W0HIAP6ZNN,Inventory Asset,1,kg,
2021-04-23,209792000001137369,209792000001113714,Capsicum Yellow (Medium) (Kg),7SY66UVPW2,Inventory Asset,0.3,kg,
2021-04-23,209792000001137393,209792000001113481,Carrot Local (Medium) (Kg),R50MPO8SW3,Inventory Asset,8,kg,
2021-04-23,209792000001137415,209792000001113280,Cherry Tomato (Kg),GPOS1C68YC,Inventory Asset,0.25,kg,
2021-04-23,209792000001137439,209792000001113970,Chilikarve Soppu (Kg),ZTHU0YQVDO,Inventory Asset,6.5,kg,
2021-04-23,209792000001137463,209792000001112785,Coccinia (Kg),2PXC7Z6039,Inventory Asset,0.8,kg,
2021-04-23,209792000001137485,209792000001113244,Danthu Suppo (Kg),BFH0FXZ4V4,Inventory Asset,5,kg,
2021-04-23,209792000001137509,209792000001112596,Dill Leaves (Kg),ZM79IKTGBC,Inventory Asset,4.95,kg,
2021-04-23,209792000001137533,209792000001113127,Drumstick (Kg),8TR1J8JKF7,Inventory Asset,12.9,kg,
2021-04-23,209792000001137557,209792000001112893,Guava (Kg),PEV7ATMADT,Inventory Asset,2,kg,
2021-04-23,209792000001137579,209792000001112875,Lemon Green-Kg (Kg),EQZGF8243A,Inventory Asset,1.55,kg,
2021-04-23,209792000001137603,209792000001112551,Mushroom (Pc),BFXJMXPN1Q,Inventory Asset,32,pc,
2021-04-23,209792000001137625,209792000001113445,Onion (Medium) (Kg),47ILUDWJ9E,Inventory Asset,18,kg,
2021-04-23,209792000001137649,209792000001113952,Palak (Clean) (Kg),TUSTXISQ5L,Inventory Asset,8,kg,
2021-04-23,209792000001137671,209792000001113253,Parwal (Kg),O0VTCNO1WK,Inventory Asset,1,kg,
2021-04-23,209792000001137695,209792000001112992,Peeled Garlic (Kg),7O3Z94XANH,Inventory Asset,9,kg,
2021-05-03,209792000001302629,209792000001112992,Peeled Garlic (Kg),7O3Z94XANH,Inventory Asset,49.5,kg,
2021-05-05,209792000001337887,209792000001112405,Brinjal (Small) (Kg),2OA8SNP28A,Inventory Asset,-580.8,kg,
2021-05-05,209792000001337905,209792000001113091,Palak (Kg),1V92C2358A,Inventory Asset,-7.6,kg,
2021-05-05,209792000001337923,209792000001113091,Palak (Kg),1V92C2358A,Inventory Asset,-30,kg,
2021-05-05,209792000001337945,209792000001113091,Palak (Kg),1V92C2358A,Inventory Asset,-10,kg,
2021-05-05,209792000001337963,209792000001113091,Palak (Kg),1V92C2358A,Inventory Asset,-20,kg,
2021-05-05,209792000001337985,209792000001113073,Coriander (Kg),ACDMV8A2AA,Inventory Asset,-74.18,kg,
2021-05-05,209792000001339007,209792000001113109,Spring Onion (Kg),3ET2MG56KZ,Inventory Asset,-41.18,kg,
2021-05-05,209792000001340191,209792000001113952,Palak (Clean) (Kg),TUSTXISQ5L,Inventory Asset,-1.3,kg,
2021-05-05,209792000001340209,209792000001113091,Palak (Kg),1V92C2358A,Inventory Asset,-9.1,kg,
2021-05-05,209792000001340227,209792000001113073,Coriander (Kg),ACDMV8A2AA,Inventory Asset,23.5,kg,
2021-05-05,209792000001340255,209792000001113082,Mint (Kg),UF2WTO04TC,Inventory Asset,-5.5,kg,
2021-05-05,209792000001340273,209792000001113082,Mint (Kg),UF2WTO04TC,Inventory Asset,-46.62,kg,
2021-05-05,209792000001340295,209792000001113118,Methi (Kg),FZINZL01U3,Inventory Asset,-4.3,kg,
2021-05-05,209792000001340313,209792000001113109,Spring Onion (Kg),3ET2MG56KZ,Inventory Asset,2.6,kg,
2021-05-05,209792000001340333,209792000001112497,Onion (Big) (Kg),NN0EKZK8JQ,Inventory Asset,-706.48,kg,
2021-05-05,209792000001340351,209792000001113445,Onion (Medium) (Kg),47ILUDWJ9E,Inventory Asset,-52,kg,
2021-05-05,209792000001340369,209792000001112515,Potato (Big) (Kg),S0Z3L759DM,Inventory Asset,-408.2,kg,
2021-05-05,209792000001340387,209792000001112369,Bajji Chilli (Kg),XDBU8PYI8G,Inventory Asset,0.5,kg,
2021-05-05,209792000001340411,209792000001112378,Beans (White) (Kg),INM70U7SEV,Inventory Asset,-18.86,kg,
2021-05-05,209792000001340429,209792000001112641,Parsley (Kg),IPPBOQBJ6G,Inventory Asset,-4.46,kg,
2021-05-05,209792000001340447,209792000001112387,Basil (Kg),MQVPGGCKBL,Inventory Asset,-4.86,kg,
2021-05-05,209792000001340581,209792000001112560,Celery (Kg),CCVOC4H8OX,Inventory Asset,-3.2,kg,
2021-05-05,209792000001340599,209792000001112677,Broccoli (Big) (Kg),WZGZVAEPPS,Inventory Asset,-16.9,kg,
2021-05-05,209792000001340615,209792000001113647,Broccoli (Medium) (Kg),W0HIAP6ZNN,Inventory Asset,1.1,kg,
2021-05-05,209792000001340635,209792000001112614,Lettuce (Green) (Kg),L3KWA8JEHV,Inventory Asset,-2.2,kg,
2021-05-05,209792000001340653,209792000001113271,Ice Burg Lettuce (Kg),JGFS9T032F,Inventory Asset,-6.4,kg,
2021-05-05,209792000001340671,209792000001112803,Leeks (Kg),HYLZWD7G4Q,Inventory Asset,-2.25,kg,
2021-05-05,209792000001340689,209792000001112857,Pokchoi (Kg),WRZZOVQ23H,Inventory Asset,-6.9,kg,
2021-05-05,209792000001340705,209792000001112740,Zucchini (Green) (Kg),9XS4KMGWY9,Inventory Asset,-10.25,kg,
2021-05-05,209792000001340723,209792000001112713,Zucchini (Yellow) (Kg),P8S7YJK62F,Inventory Asset,-11.85,kg,
2021-05-05,209792000001340741,209792000001113723,Zucchini Green Farm (Kg),ZQF0SVIYD1,Inventory Asset,3.2,kg,
2021-05-05,209792000001340763,209792000001113397,Reddish (Red) (Kg),SRB2OJTNR9,Inventory Asset,-1.8,kg,
2021-05-05,209792000001340781,209792000001112443,Cauliflower (Pc),PTF9DK1RSO,Inventory Asset,-91,pc,
2021-05-05,209792000001340799,209792000001112405,Brinjal (Small) (Kg),2OA8SNP28A,Inventory Asset,-97,kg,
2021-05-05,209792000001340815,209792000001112452,Capsicum Green (Big) (Kg),MGJOMVY2D0,Inventory Asset,-34.34,kg,
2021-05-05,209792000001340833,209792000001112425,Cucumber (Kg),ILP1KN4HXZ,Inventory Asset,-12.7,kg,
2021-05-05,209792000001340851,209792000001113598,Cabbage (Local) (Kg),M1ZE9DWGQ3,Inventory Asset,-10.9,kg,
2021-05-05,209792000001340869,209792000001112533,Raddish White (Kg),TVIRM9S3HD,Inventory Asset,-45.6,kg,
2021-05-05,209792000001340887,209792000001112470,Ginger (Kg),O98LECRQI4,Inventory Asset,-110.65,kg,
2021-05-05,209792000001340903,209792000001112929,Red Pumpkin (Kg),OLDUSAGEUNIT1002,Inventory Asset,-59.7,kg,
2021-05-05,209792000001340921,209792000001112659,Brinjal (Bottle Black) (Kg),1U0HDLOMHW,Inventory Asset,-6.25,kg,
2021-05-05,209792000001340939,209792000001113172,Beans (Horicot) (Kg),SG0M3R0WYP,Inventory Asset,-25.24,kg,
2021-05-05,209792000001340957,209792000001113181,Green Chilly (Kg),QI1YQOT6ZY,Inventory Asset,-98.725,kg,
2021-05-06,209792000001362521,209792000001113091,Palak (Kg),1V92C2358A,Inventory Asset,-31.7,kg,
2021-05-31,209792000001987050,209792000001113334,Apple Gala (Kg),SU7VII2CKZ,Inventory Asset,-21.93,kg,
2021-05-31,209792000001987050,209792000001113064,Avocado (Butter Fruit) (Kg),84BMV425HU,Inventory Asset,-11.5,kg,
2021-05-31,209792000001987050,209792000001112506,Baby Corn (Kg),0XOR2T7O6J,Inventory Asset,-8.27,kg,
2021-05-31,209792000001987050,209792000001112387,Basil (Kg),MQVPGGCKBL,Inventory Asset,-14.6,kg,
2021-05-31,209792000001987050,209792000001112776,Banana (Robusta) (Kg),ZOLSZIMNME,Inventory Asset,-14.96,kg,
2021-05-31,209792000001987050,209792000001113343,Banana (Yelakki) (Kg),5LJX15ZOC3,Inventory Asset,2,kg,
2021-05-31,209792000001987050,209792000001112378,Beans (White) (Kg),INM70U7SEV,Inventory Asset,-18.6,kg,
2021-05-31,209792000001987050,209792000001113172,Beans (Horicot) (Kg),SG0M3R0WYP,Inventory Asset,-65.4,kg,
2021-05-31,209792000001987050,209792000001112722,Beetroot (Ooty) (Kg),4TXQOM0ZL9,Inventory Asset,-5.96,kg,
2021-05-31,209792000001987050,209792000001113316,Bitter Gourd (Kg),ODRGANUZ3W,Inventory Asset,-69.3,kg,
2021-05-31,209792000001987050,209792000001113620,Bottle Gourd (Big) (Kg),ADOQ1NVBU4,Inventory Asset,-48.9,kg,
2021-05-31,209792000001987050,209792000001112396,Bottle Gourd (Medium) (Kg),0S9YA43T4Y,Inventory Asset,21.9,kg,
2021-05-31,209792000001987050,209792000001112659,Brinjal (Bottle Black) (Kg),1U0HDLOMHW,Inventory Asset,-41.8,kg,
2021-05-31,209792000001987050,209792000001112405,Brinjal (Small) (Kg),2OA8SNP28A,Inventory Asset,-3851,kg,
2021-05-31,209792000001987050,209792000001112677,Broccoli (Big) (Kg),WZGZVAEPPS,Inventory Asset,-47.1,kg,
2021-05-31,209792000001987050,209792000001113472,Cabbage-B (Kg),7YQNN9ZRXA,Inventory Asset,-213.4,kg,
2021-05-31,209792000001987050,209792000001113190,Cabbage (Red) (Kg),CS0F131FI1,Inventory Asset,-37.5,kg,
2021-05-31,209792000001987050,209792000001112452,Capsicum Green (Big) (Kg),MGJOMVY2D0,Inventory Asset,-200.71,kg,
2021-05-31,209792000001987050,209792000001113535,Capsicum Green (Medium) (Kg),XNN0XR2W1C,Inventory Asset,102.5,kg,
2021-05-31,209792000001987050,209792000001112668,Capsicum Red (Big) (Kg),71T3ZBU7RB,Inventory Asset,-27.6,kg,
2021-05-31,209792000001987050,209792000001113705,Capsicum Red (Medium) (Kg),XZHZICPEA1,Inventory Asset,-17.85,kg,
2021-05-31,209792000001987050,209792000001112686,Capsicum Yellow (Big) (Kg),YAIP8MN5R4,Inventory Asset,-57.255,kg,
2021-05-31,209792000001987050,209792000001113714,Capsicum Yellow (Medium) (Kg),7SY66UVPW2,Inventory Asset,5.3,kg,
2021-05-31,209792000001987050,209792000001113427,Carrot Local (Big) (Kg),M20N4ONT1L,Inventory Asset,-273.1,kg,
2021-05-31,209792000001987050,209792000001113481,Carrot Local (Medium) (Kg),R50MPO8SW3,Inventory Asset,84.5,kg,
2021-05-31,209792000001987050,209792000001112443,Cauliflower (Pc),PTF9DK1RSO,Inventory Asset,-298.5,pc,
2021-05-31,209792000001987050,209792000001113463,Cauliflower-B (Kg),9GZ0ASV43K,Inventory Asset,-100,kg,
2021-05-31,209792000001987050,209792000001112560,Celery (Kg),CCVOC4H8OX,Inventory Asset,-11.3,kg,
2021-05-31,209792000001987050,209792000001113280,Cherry Tomato (Kg),GPOS1C68YC,Inventory Asset,-3.27,kg,
2021-05-31,209792000001987266,209792000001113181,Green Chilly (Kg),QI1YQOT6ZY,Inventory Asset,-53,kg,
2021-05-31,209792000001987266,209792000001113262,Spicy Chilly (Kg),EQ4CSESYTK,Inventory Asset,54.68,kg,
2021-05-31,209792000001987266,209792000001112830,Chinese Cabbage (Kg),OQS7KSIPVU,Inventory Asset,-15.2,kg,
2021-05-31,209792000001987266,209792000001112416,Coconut (Pc),3C52AMM7BX,Inventory Asset,-64,pc,
2021-05-31,209792000001987266,209792000001113073,Coriander (Kg),ACDMV8A2AA,Inventory Asset,-191.31,kg,
2021-05-31,209792000001987266,209792000001113199,Cucumber English (Kg),W2HLI7X2FC,Inventory Asset,-10.4,kg,
2021-05-31,209792000001987266,209792000001112425,Cucumber (Kg),ILP1KN4HXZ,Inventory Asset,29.5,kg,
2021-05-31,209792000001987266,209792000001113436,Cucumber-B (Kg),79XI8NA75Z,Inventory Asset,-352,kg,
2021-05-31,209792000001987266,209792000001113235,Samber Cucumber (Kg),E3VBMXGNJS,Inventory Asset,-20.2,kg,
2021-05-31,209792000001987266,209792000001112587,Curry Leaves (Kg),C0NGVW9XF6,Inventory Asset,-6.63,kg,
2021-05-31,209792000001987266,209792000001113127,Drumstick (Kg),8TR1J8JKF7,Inventory Asset,-131.25,kg,
2021-05-31,209792000001987266,209792000001112479,Garlic Whole (Kg),2D9S8746IE,Inventory Asset,-22.85,kg,
2021-05-31,209792000001987266,209792000001112992,Peeled Garlic (Kg),7O3Z94XANH,Inventory Asset,-15.5,kg,
2021-05-31,209792000001987266,209792000001112470,Ginger (Kg),O98LECRQI4,Inventory Asset,-35.04,kg,
2021-05-31,209792000001987266,209792000001113271,Ice Burg Lettuce (Kg),JGFS9T032F,Inventory Asset,-35.75,kg,
2021-05-31,209792000001987266,209792000001112488,Ladies Finger (Kg),M570GR5YJK,Inventory Asset,-62.23,kg,
2021-05-31,209792000001987266,209792000001112803,Leeks (Kg),HYLZWD7G4Q,Inventory Asset,-0.51,kg,
2021-05-31,209792000001987266,209792000001113100,Lemon (Kg),QGIBVYPVZU,Inventory Asset,-134.68,kg,
2021-05-31,209792000001987266,209792000001112875,Lemon Green-Kg (Kg),EQZGF8243A,Inventory Asset,40.655,kg,
2021-05-31,209792000001987266,209792000001112614,Lettuce (Green) (Kg),L3KWA8JEHV,Inventory Asset,-44.63,kg,
2021-05-31,209792000001987266,209792000001112920,Roman Lettuce (Kg),8R1BSRODEY,Inventory Asset,-14.1,kg,
2021-05-31,209792000001987266,209792000001113118,Methi (Kg),FZINZL01U3,Inventory Asset,-21,kg,
2021-05-31,209792000001987266,209792000001112551,Mushroom (Pc),BFXJMXPN1Q,Inventory Asset,11,pc,
2021-05-31,209792000001987266,209792000001112497,Onion (Big) (Kg),NN0EKZK8JQ,Inventory Asset,-559.925,kg,
2021-05-31,209792000001987440,209792000001113445,Onion (Medium) (Kg),47ILUDWJ9E,Inventory Asset,-436,kg,
2021-05-31,209792000001987440,209792000001112983,Onion (Sambar) (Kg),W747UY0N1E,Inventory Asset,-0.1,kg,
2021-05-31,209792000001987440,209792000001112758,Orange Imported (Kg),IFE1C41C94,Inventory Asset,-9.1,kg,
2021-05-31,209792000001987440,209792000001113952,Palak (Clean) (Kg),TUSTXISQ5L,Inventory Asset,-2.6,kg,
2021-05-31,209792000001987440,209792000001113091,Palak (Kg),1V92C2358A,Inventory Asset,-161.95,kg,
2021-05-31,209792000001987440,209792000001112884,Papaya (Kg),LCJIOH7JYN,Inventory Asset,-1.4,kg,
2021-05-31,209792000001987440,209792000001112641,Parsley (Kg),IPPBOQBJ6G,Inventory Asset,-6,kg,
2021-05-31,209792000001987440,209792000001112857,Pokchoi (Kg),WRZZOVQ23H,Inventory Asset,-18.6,kg,
2021-05-31,209792000001987440,209792000001112695,Pineapple (Kg),UCFGYGZJI1,Inventory Asset,-34.42,kg,
2021-05-31,209792000001987440,209792000001112731,Pomegranate (Kg),0EC14Y4KZP,Inventory Asset,-16.89,kg,
2021-05-31,209792000001987440,209792000001112515,Potato (Big) (Kg),S0Z3L759DM,Inventory Asset,-576.72,kg,
2021-05-31,209792000001987440,209792000001113745,Potato (Medium) (Kg),NAXIK9P3NZ,Inventory Asset,-125,kg,
2021-05-31,209792000001987440,209792000001113082,Mint (Kg),UF2WTO04TC,Inventory Asset,-88.23,kg,
2021-05-31,209792000001987440,209792000001112929,Red Pumpkin (Kg),OLDUSAGEUNIT1002,Inventory Asset,-29.4,kg,
2021-05-31,209792000001987440,209792000001112533,Raddish White (Kg),TVIRM9S3HD,Inventory Asset,-113.5,kg,
2021-05-31,209792000001987440,209792000001113289,Ridge Gourd (Kg),57ONNS2IXS,Inventory Asset,-30.97,kg,
2021-05-31,209792000001987440,209792000001113109,Spring Onion (Kg),3ET2MG56KZ,Inventory Asset,-68.9,kg,
2021-05-31,209792000001987440,209792000001113037,Tomato Hybrid (Kg),4I29EDU302,Inventory Asset,-26.455,kg,
2021-05-31,209792000001987440,209792000001113454,Tomato Hybrid-B (Kg),SQ24LNJ700,Inventory Asset,-1088,kg,
2021-05-31,209792000001987440,209792000001117543,Water Melon (Kg),5WZK08IS16,Inventory Asset,-200,kg,
2021-05-31,209792000001987440,209792000001113217,Yam (Kg),UFSYGSJ6UQ,Inventory Asset,3.5,kg,
2021-05-31,209792000001987440,209792000001112740,Zucchini (Green) (Kg),9XS4KMGWY9,Inventory Asset,-28.6,kg,
2021-05-31,209792000001987440,209792000001112713,Zucchini (Yellow) (Kg),P8S7YJK62F,Inventory Asset,-14.35,kg,
2021-05-31,209792000001987440,209792000001113019,Sweet Lime (Kg),V9PD73KJ5B,Inventory Asset,-3.4,kg,
2021-05-31,209792000001987440,209792000001112596,Dill Leaves (Kg),ZM79IKTGBC,Inventory Asset,-12.77,kg,
2021-05-31,209792000001987440,209792000001112839,Raw Mango (Kg),DKV15YG2GR,Inventory Asset,1.85,kg,
2021-05-31,209792000001987440,209792000001113379,Mango (Kg),R31Q82I16Q,Inventory Asset,-10.9,kg,
2021-05-31,209792000001987624,209792000001113826,Amaranthus (Kg),XOBHMH7Y7K,Inventory Asset,1.8,kg,
2021-05-31,209792000001987624,209792000001112767,Baby Potato (Kg),O2AT08CDJN,Inventory Asset,1.5,kg,
2021-05-31,209792000001987624,209792000001112369,Bajji Chilli (Kg),XDBU8PYI8G,Inventory Asset,0.25,kg,
2021-05-31,209792000001987624,209792000001112650,Banana (Leaves) (Pc),56ANJR2749,Inventory Asset,5,pc,
2021-05-31,209792000001987624,209792000001112524,Banana (Raw) (Kg),XDL26FD8FE,Inventory Asset,0.5,kg,
2021-05-31,209792000001987624,209792000001113862,Banana Raw (Pc),9CXDN6AK7R,Inventory Asset,-5,pc,
2021-05-31,209792000001987624,209792000001112911,Beans (Long) (Kg),9UREWGNSYW,Inventory Asset,0.2,kg,
2021-05-31,209792000001987624,209792000001113490,Beans Hricort-B (Kg),9VOKN6A7FW,Inventory Asset,-6,kg,
2021-05-31,209792000001987624,209792000001113647,Broccoli (Medium) (Kg),W0HIAP6ZNN,Inventory Asset,5,kg,
2021-05-31,209792000001987624,209792000001113970,Chilikarve Soppu (Kg),ZTHU0YQVDO,Inventory Asset,-0.4,kg,
2021-05-31,209792000001987624,209792000001112785,Coccinia (Kg),2PXC7Z6039,Inventory Asset,7.5,kg,
2021-05-31,209792000001987624,209792000001112434,Carrot Ooty (Big) (Kg),6VVGSARQDV,Inventory Asset,-21,kg,
2021-05-31,209792000001987624,209792000001357001,Crates,7ANTKJKTCM,Inventory Asset,2,,
2021-05-31,209792000001987624,209792000001112596,Dill Leaves (Kg),ZM79IKTGBC,Inventory Asset,-0.25,kg,
2021-05-31,209792000001987758,209792000001113244,Danthu Suppo (Kg),BFH0FXZ4V4,Inventory Asset,-13.2,kg,
2021-05-31,209792000001987758,209792000001113028,Green Peas (Kg),OLDUSAGEUNIT1004,Inventory Asset,0.5,kg,
2021-05-31,209792000001987758,209792000001113853,Khnol Khol (Kg),FAZW3GZXKW,Inventory Asset,-5.9,kg,
2021-05-31,209792000001987758,209792000001112794,Lemon Grass (Kg),5C9JNBYET8,Inventory Asset,-0.05,kg,
2021-05-31,209792000001987758,209792000001112749,Musk Melon (Kg),P0ZBJNIUE9,Inventory Asset,1.6,kg,
2021-05-31,209792000001987758,209792000001113307,Papaya Raw (Kg),WZEDTE83JK,Inventory Asset,4,kg,
2021-05-31,209792000001987758,209792000001112812,Red Chilly (Kg),90J69ACUZ2,Inventory Asset,-11.5,kg,
2021-05-31,209792000001987758,209792000001113397,Reddish (Red) (Kg),SRB2OJTNR9,Inventory Asset,-1.2,kg,
2021-05-31,209792000001987758,209792000001113916,Rosemary. (Kg),VMO26YOUZN,Inventory Asset,0.17,kg,
2021-05-31,209792000001987758,209792000001113772,Staff Veg (Kg),P7G0Z5VV8J,Inventory Asset,16.9,kg,
2021-05-31,209792000001987758,209792000001113799,Thyme. (Kg),T0EEO2RKRO,Inventory Asset,-0.1,kg,
2021-05-31,209792000001987758,209792000001112902,Sweet Potato (Kg),DWX4Z9M1F9,Inventory Asset,-0.5,kg,
2021-05-31,209792000001987758,209792000001113046,Tomato Local (Kg),39NWS7G0P3,Inventory Asset,3,kg,
2021-05-31,209792000001987758,209792000001112704,Water Melon (Pc),water-melon-pc,Inventory Asset,7.5,pc,
2021-05-31,209792000001987758,209792000001112956,White Pumpkin (Kg),OLDUSAGEUNIT1003,Inventory Asset,4.1,kg,
2021-05-31,209792000001987758,209792000001113723,Zucchini Green Farm (Kg),ZQF0SVIYD1,Inventory Asset,13.1,kg,
2021-05-31,209792000001987758,209792000001113732,Zucchini Yellow Farm (Kg),R0LZ7SPV45,Inventory Asset,3,kg,
2021-05-31,209792000001987914,209792000001113790,Lettuce (Red) (Kg),CKAUBWG95N,Inventory Asset,-1,kg,
2021-06-01,209792000002029703,209792000001112659,Brinjal (Bottle Black) (Kg),1U0HDLOMHW,Inventory Asset,-0.96,kg,wastage
2021-06-01,209792000002029721,209792000001113436,Cucumber-B (Kg),79XI8NA75Z,Inventory Asset,-1.4,kg,Wastage
2021-06-01,209792000002029721,209792000001112533,Raddish White (Kg),TVIRM9S3HD,Inventory Asset,0.6,kg,Wastage
2021-06-01,209792000002029721,209792000001113427,Carrot Local (Big) (Kg),M20N4ONT1L,Inventory Asset,-7.88,kg,Wastage
2021-06-01,209792000002029721,209792000001112443,Cauliflower (Pc),PTF9DK1RSO,Inventory Asset,-4,pc,Wastage
2021-06-01,209792000002029721,209792000001113109,Spring Onion (Kg),3ET2MG56KZ,Inventory Asset,-2.4,kg,Wastage
